"approv","pi_rat","white","hse_inc","loan_val","ccred","mcred","pubrec","denpmi","selfemp","married","single","ltv_med","ltv_high"
0,0.4668000042438507,1,0.46320000290870667,0.5917159914970398,4,2,0,0,0,1,0,0,0
1,0.2160000056028366,0,0.12399999797344208,0.32374101877212524,3,1,0,0,0,1,0,0,0
1,0.2770000100135803,1,0.20499999821186066,0.5859375,2,1,0,0,1,1,0,0,0
1,0.27000001072883606,1,0.27000001072883606,0.6511628031730652,1,1,0,0,0,1,0,0,0
1,0.3199999928474426,1,0.28999999165534973,0.7076923251152039,2,1,0,0,0,1,0,0,0
1,0.25,1,0.14499999582767487,0.6818181872367859,1,1,0,0,0,0,1,0,0
0,0.5049999952316284,1,0.2070000022649765,0.6413502097129822,6,2,0,0,0,1,0,0,0
1,0.3199999928474426,0,0.12999999523162842,0.40123456716537476,2,2,0,0,0,1,0,0,0
0,0.35499998927116394,0,0.3449999988079071,0.6875,5,2,1,0,1,0,1,0,0
1,0.3100000023841858,1,0.28999999165534973,0.8965517282485962,1,2,0,0,0,0,1,1,0
1,0.30000001192092896,1,0.10999999940395355,0.4794520437717438,2,1,0,0,0,0,1,0,0
1,0.1899999976158142,1,0.15000000596046448,0.1847940981388092,1,1,0,0,0,0,1,0,0
1,0.18000000715255737,0,0.15000000596046448,0.8028169274330139,1,1,0,0,0,1,0,1,0
1,0.07999999821186066,1,0.07999999821186066,0.1111111119389534,1,1,0,0,0,1,0,0,0
1,0.36000001430511475,1,0.3499999940395355,0.7368420958518982,1,1,0,0,0,1,0,0,0
1,0.14000000059604645,1,0.09000000357627869,0.800000011920929,1,2,0,0,0,1,0,1,0
1,0.3400000035762787,1,0.27000001072883606,0.7939394116401672,1,2,0,0,0,1,0,0,0
1,0.3400000035762787,1,0.27000001072883606,0.550000011920929,1,1,0,0,0,1,0,0,0
1,0.3199999928474426,0,0.11999999731779099,0.800000011920929,1,1,0,0,0,1,0,1,0
1,0.1899999976158142,1,0.07999999821186066,0.1542857140302658,1,1,0,0,0,1,0,0,0
1,0.3199999928474426,1,0.10999999940395355,0.48275861144065857,2,1,0,0,0,1,0,0,0
1,0.7300000190734863,1,0.7099999785423279,0.6060606241226196,1,1,0,0,0,0,1,0,0
1,0.5799999833106995,0,0.5199999809265137,0.800000011920929,1,1,0,0,0,1,0,1,0
1,0.30000001192092896,1,0.30000001192092896,0.7957746386528015,1,2,0,0,0,0,1,0,0
1,0.14000000059604645,1,0.09000000357627869,0.8698941469192505,1,2,0,0,0,1,0,1,0
1,0.25999999046325684,1,0.1599999964237213,0.13513512909412384,1,1,0,0,1,1,0,0,0
1,0.4300000071525574,1,0.33000001311302185,0.3499999940395355,2,1,0,0,0,1,0,0,0
1,0.4699999988079071,1,0.18000000715255737,1,1,1,0,0,0,1,0,0,1
1,0.25,0,0.12999999523162842,0.800000011920929,2,1,0,0,0,1,0,1,0
1,0.30000001192092896,1,0.30000001192092896,0.78125,1,1,0,0,0,1,0,0,0
1,0.27000001072883606,1,0.25,0.695652186870575,6,2,0,0,0,1,0,0,0
1,0.36000001430511475,1,0.20000000298023224,0.3888888955116272,1,1,0,0,0,1,0,0,0
1,0.24899999797344208,1,0.1550000011920929,0.23648647964000702,2,4,0,0,0,1,0,0,0
1,0.2160000056028366,1,0.13300000131130219,0.5185185074806213,3,1,0,0,0,1,0,0,0
0,1.159999966621399,1,0.7400000095367432,0.7526881694793701,1,2,0,0,0,1,0,0,0
1,0.36000001430511475,1,0.2199999988079071,0.6153846383094788,3,1,0,0,1,1,0,0,0
1,0.27799999713897705,1,0.16200000047683716,0.4000000059604645,5,2,0,0,0,1,0,0,0
1,0.3199999928474426,1,0.23000000417232513,0.7448275685310364,2,2,0,0,0,1,0,0,0
1,0.2879999876022339,1,0.20600000023841858,0.747826099395752,2,2,0,0,0,1,0,0,0
1,0.4829999804496765,1,0.3409999907016754,0.746666669845581,2,1,0,0,1,1,0,0,0
1,0.31200000643730164,1,0.22700001299381256,0.6315789222717285,2,2,0,0,0,1,0,0,0
1,0.2970000207424164,1,0.22200000286102295,0.5744680762290955,1,1,0,0,0,0,1,0,0
1,0.3440000116825104,1,0.3440000116825104,0.699999988079071,1,2,0,0,0,0,1,0,0
1,0.3620000183582306,1,0.2619999945163727,0.4901960790157318,2,2,0,0,0,1,0,0,0
1,0.2849999964237213,1,0.2849999964237213,0.5867970585823059,2,2,0,0,0,1,0,0,0
1,0.3229999840259552,1,0.2639999985694885,0.75,2,1,0,0,0,1,0,0,0
1,0.40400001406669617,1,0.17899999022483826,0.7991452813148499,1,1,0,0,1,1,0,0,0
1,0.3160000145435333,0,0.2150000035762787,0.8962264060974121,1,2,0,0,0,1,0,1,0
1,0.2879999876022339,1,0.2879999876022339,0.7407407164573669,4,2,0,0,0,0,1,0,0
1,0.3579999804496765,1,0.3160000145435333,0.6875,1,2,0,0,0,1,0,0,0
1,0.28999999165534973,1,0.28999999165534973,0.7400000095367432,1,1,0,0,0,1,0,0,0
1,0.3499999940395355,1,0.3100000023841858,0.9009009003639221,2,2,0,0,0,1,0,1,0
1,0.3400000035762787,1,0.23000000417232513,0.7757575511932373,2,1,1,0,0,1,0,0,0
1,0.36000001430511475,1,0.30000001192092896,0.7454545497894287,1,2,0,0,0,1,0,0,0
0,0.27000001072883606,1,0.2199999988079071,0.7256097793579102,6,2,1,0,0,1,0,0,0
0,0.44999998807907104,0,0.28999999165534973,0.8878048658370972,6,2,1,0,0,1,0,1,0
1,0.3199999928474426,1,0.2199999988079071,0.8500000238418579,6,4,0,0,0,1,0,1,0
1,0.33000001311302185,1,0.3100000023841858,0.7857142686843872,1,2,0,0,0,0,1,0,0
1,0.46000000834465027,1,0.30000001192092896,0.85161292552948,6,2,1,0,0,1,0,1,0
1,0.3499999940395355,1,0.3499999940395355,0.8021978139877319,1,2,0,0,0,0,1,1,0
1,0.3499999940395355,1,0.3100000023841858,0.774193525314331,6,2,0,0,0,0,1,0,0
1,0.38999998569488525,1,0.2800000011920929,0.6984127163887024,1,2,0,0,1,1,0,0,0
1,0.46000000834465027,1,0.3100000023841858,0.6153846383094788,2,2,0,0,0,1,0,0,0
1,0.3799999952316284,1,0.25999999046325684,0.7906976938247681,1,2,0,0,0,1,0,0,0
1,0.27000001072883606,1,0.27000001072883606,0.800000011920929,2,2,0,0,0,1,0,1,0
1,0.3799999952316284,1,0.3100000023841858,0.7880597114562988,2,1,0,0,0,1,0,0,0
1,0.2199999988079071,1,0.20999999344348907,0.4516128897666931,1,1,0,0,0,1,0,0,0
1,0.3799999952316284,1,0.28999999165534973,0.8451613187789917,2,2,0,0,0,0,1,1,0
1,0.3700000047683716,1,0.2800000011920929,0.6842105388641357,1,2,0,0,0,1,0,0,0
1,0.3700000047683716,1,0.3199999928474426,0.8538461327552795,1,2,0,0,0,1,0,1,0
1,0.2800000011920929,1,0.2800000011920929,0.7599999904632568,2,1,0,0,0,1,0,0,0
1,0.25,1,0.20999999344348907,0.692307710647583,1,2,0,0,0,0,1,0,0
1,0.25999999046325684,1,0.23000000417232513,0.2083333283662796,1,1,0,0,0,1,0,0,0
1,0.27000001072883606,1,0.2199999988079071,0.9375,1,2,0,0,0,1,0,1,0
1,0.3799999952316284,1,0.3100000023841858,0.7153846025466919,1,1,0,0,0,0,1,0,0
1,0.3499999940395355,1,0.3199999928474426,0.7515151500701904,1,2,0,0,0,1,0,0,0
1,0.25,1,0.23000000417232513,0.7982456088066101,5,1,0,0,0,1,0,0,0
1,0.3799999952316284,1,0.3199999928474426,0.7962616682052612,2,1,0,0,0,1,0,0,0
1,0.3700000047683716,1,0.2199999988079071,0.875,1,1,0,0,0,1,0,1,0
1,0.27000001072883606,1,0.25999999046325684,0.6206896305084229,2,1,0,0,0,0,1,0,0
1,0.23999999463558197,1,0.2199999988079071,0.787564754486084,2,2,0,0,0,1,0,0,0
1,0.36000001430511475,1,0.27000001072883606,0.675000011920929,1,4,0,0,0,1,0,0,0
1,0.23000000417232513,1,0.23000000417232513,0.6194690465927124,1,1,0,0,0,0,1,0,0
1,0.33000001311302185,1,0.3100000023841858,0.7133333086967468,1,2,0,0,0,1,0,0,0
1,0.2800000011920929,1,0.2800000011920929,0.6000000238418579,1,1,0,0,1,1,0,0,0
1,0.33000001311302185,1,0.18000000715255737,0.7575757503509521,3,1,0,0,0,0,1,0,0
0,0.3700000047683716,1,0.28999999165534973,0.95333331823349,3,2,0,1,1,0,1,0,1
1,0.3199999928474426,1,0.23999999463558197,0.9185185432434082,2,2,0,0,0,1,0,1,0
1,0.27000001072883606,1,0.27000001072883606,0.6967213153839111,1,2,0,0,0,0,1,0,0
1,0.2800000011920929,1,0.2800000011920929,0.9513888955116272,1,2,0,0,0,1,0,0,1
1,0.38999998569488525,1,0.30000001192092896,0.9523809552192688,1,2,0,0,0,1,0,0,1
1,0.3799999952316284,1,0.3100000023841858,0.9389312863349915,5,2,0,0,0,1,0,1,0
1,0.3799999952316284,1,0.3400000035762787,0.800000011920929,1,1,0,0,0,1,0,1,0
0,0.3799999952316284,1,0.3100000023841858,0.947826087474823,1,2,0,1,0,0,1,1,0
0,0.30000001192092896,0,0.25,0.9039999842643738,6,2,0,0,0,1,0,1,0
1,0.38999998569488525,0,0.25,0.8571428656578064,6,2,0,0,0,1,0,1,0
1,0.3400000035762787,1,0.2199999988079071,0.6319702863693237,1,2,0,0,0,1,0,0,0
1,0.1899999976158142,1,0.17000000178813934,0.3404255211353302,1,2,0,0,1,1,0,0,0
1,0.3400000035762787,1,0.25999999046325684,0.5753846168518066,6,3,1,0,0,1,0,0,0
1,0.33000001311302185,1,0.3199999928474426,0.5181347131729126,1,2,0,0,0,0,1,0,0
1,0.3100000023841858,1,0.1899999976158142,0.75,5,2,0,0,1,1,0,0,0
1,0.28999999165534973,0,0.2800000011920929,0.800000011920929,1,2,0,0,0,1,0,1,0
1,0.20000000298023224,1,0.20000000298023224,0.4093567132949829,4,2,0,0,0,1,0,0,0
1,0.44999998807907104,1,0.3400000035762787,0.5454545617103577,5,2,0,0,0,1,0,0,0
1,0.3199999928474426,1,0.27000001072883606,0.7888888716697693,1,2,0,0,0,1,0,0,0
1,0.20000000298023224,1,0.09000000357627869,0.7777777910232544,1,1,0,0,1,1,0,0,0
1,0.27000001072883606,1,0.1899999976158142,0.7965116500854492,1,1,0,0,1,1,0,0,0
1,0.12999999523162842,1,0.10999999940395355,0.3541666567325592,1,2,0,0,0,0,1,0,0
1,0.15000000596046448,1,0.07000000029802322,0.8571428656578064,1,1,0,0,1,1,0,1,0
1,0.10000000149011612,1,0.019999999552965164,0.800000011920929,1,1,0,0,1,1,0,1,0
1,0.3799999952316284,1,0.23999999463558197,0.5629138946533203,1,2,0,0,0,1,0,0,0
1,0.2199999988079071,1,0.12999999523162842,0.7938144207000732,1,1,0,0,0,1,0,0,0
1,0.2199999988079071,1,0.20999999344348907,0.6033519506454468,1,1,0,0,1,1,0,0,0
1,0.12999999523162842,1,0.11999999731779099,0.800000011920929,1,2,0,0,1,1,0,1,0
1,0.07000000029802322,1,0.03999999910593033,0.5121951103210449,1,1,0,0,0,0,1,0,0
0,0.36000001430511475,1,0.30000001192092896,0.5910543203353882,1,1,0,0,0,0,1,0,0
0,0.36000001430511475,1,0.30000001192092896,0.5910543203353882,1,1,0,0,0,0,1,0,0
1,0.24650000035762787,1,0.24469999969005585,0.7956521511077881,1,1,0,0,0,1,0,0,0
1,0.21899999678134918,1,0.16899999976158142,0.581818163394928,1,1,0,0,0,1,0,0,0
0,0.31299999356269836,1,0.21400000154972076,0.9428571462631226,5,2,0,1,0,1,0,1,0
1,0.37700000405311584,1,0.289000004529953,0.7530120611190796,1,1,0,0,1,1,0,0,0
1,0.1210000067949295,1,0.07400000095367432,0.767123281955719,1,1,0,0,1,0,1,0,0
1,0.3190000057220459,1,0.2800000011920929,0.7540983557701111,1,1,0,0,0,1,0,0,0
1,0.3569999933242798,1,0.2789999842643738,0.6977611780166626,1,2,0,0,0,1,0,0,0
1,0.3779999911785126,1,0.21400000154972076,0.7614678740501404,1,1,0,0,1,0,1,0,0
1,0.2929999828338623,1,0.2029999941587448,0.8977272510528564,1,2,0,0,0,1,0,1,0
1,0.38099998235702515,1,0.2970000207424164,0.7718120813369751,1,2,0,0,0,1,0,0,0
1,0.2329999953508377,1,0.20000000298023224,0.6859756112098694,1,1,0,0,0,0,1,0,0
1,0.28700000047683716,1,0.2709999978542328,0.5555555820465088,1,1,0,0,0,0,1,0,0
1,0.24500000476837158,1,0.21299999952316284,0.7042253613471985,1,3,0,0,1,1,0,0,0
1,0.29499998688697815,1,0.21400000154972076,0.8974359035491943,2,2,0,0,0,1,0,1,0
1,0.3930000066757202,1,0.18799999356269836,0.7664233446121216,1,2,0,0,0,1,0,0,0
1,0.33000001311302185,1,0.28999999165534973,0.649350643157959,5,2,0,0,0,1,0,0,0
1,0.2979999780654907,1,0.2590000033378601,0.1785714328289032,1,2,0,0,0,1,0,0,0
1,0.40299999713897705,1,0.3440000116825104,0.7981072664260864,1,1,0,0,0,1,0,0,0
1,0.38599997758865356,1,0.3009999990463257,0.8620689511299133,1,2,0,0,0,1,0,1,0
0,0.38199999928474426,0,0.22299998998641968,0.949999988079071,6,2,0,0,0,0,1,1,0
1,0.35199999809265137,1,0.2670000195503235,0.6276150345802307,1,1,0,0,0,1,0,0,0
1,0.3059999942779541,1,0.20600000023841858,0.5714285969734192,1,2,0,0,0,0,1,0,0
1,0.4000999927520752,1,0.31129997968673706,0.7670454382896423,1,2,0,0,0,1,0,0,0
1,0.27000001072883606,1,0.23200000822544098,0.9448819160461426,1,2,0,0,0,1,0,1,0
1,0.38499999046325684,1,0.23000000417232513,0.8005390763282776,1,2,0,0,0,0,1,1,0
1,0.2120000123977661,1,0.1770000010728836,0.8754863739013672,1,2,0,0,0,1,0,1,0
1,0.17499999701976776,1,0.10999999940395355,0.7905405163764954,2,1,0,0,0,1,0,0,0
1,0.2996000051498413,1,0.27639999985694885,0.4296296238899231,1,2,0,0,0,0,1,0,0
1,0.257999986410141,1,0.25200000405311584,0.75,1,1,0,0,0,1,0,0,0
1,0.26600000262260437,1,0.26100000739097595,0.41152262687683105,1,1,0,0,0,1,0,0,0
1,0.24299998581409454,1,0.1550000011920929,0.5843621492385864,1,1,0,0,0,0,1,0,0
1,0.1550000011920929,1,0.13300000131130219,0.800000011920929,5,1,0,0,0,1,0,1,0
1,0.30000001192092896,1,0.125,0.800000011920929,2,1,0,0,0,1,0,1,0
1,0.39900001883506775,1,0.31200000643730164,0.5747126340866089,1,3,0,0,0,1,0,0,0
1,0.24740000069141388,1,0.22780001163482666,0.7973568439483643,1,2,0,0,0,0,1,0,0
1,0.39500001072883606,0,0,0.7843137383460999,5,1,0,0,1,1,0,0,0
1,0.36000001430511475,1,0.20000000298023224,0.800000011920929,1,2,0,0,0,0,1,1,0
0,0.4300000071525574,1,0.4300000071525574,0.6423173546791077,1,1,0,0,1,1,0,0,0
1,0.38999998569488525,1,0.1899999976158142,0.800000011920929,1,1,0,0,0,1,0,1,0
1,0.33000001311302185,1,0.27000001072883606,0.7586206793785095,1,2,0,0,0,1,0,0,0
1,0.3499999940395355,1,0.20000000298023224,0.6206896305084229,1,1,0,0,1,1,0,0,0
1,0.33000001311302185,1,0.25999999046325684,0.800000011920929,2,2,0,0,0,1,0,1,0
1,0.4300000071525574,1,0.3199999928474426,0.31609195470809937,1,2,0,0,0,1,0,0,0
1,0.28999999165534973,1,0.2800000011920929,0.625,1,2,0,0,0,0,1,0,0
1,0.2800000011920929,1,0.23999999463558197,0.7835820913314819,1,2,0,0,0,1,0,0,0
1,0.4000000059604645,1,0.18000000715255737,0.6041666865348816,1,2,0,0,0,0,1,0,0
1,0.3700000047683716,1,0.2199999988079071,0.7868852615356445,3,2,0,0,0,1,0,0,0
1,0.33000001311302185,1,0.33000001311302185,0.5128205418586731,3,2,0,0,0,1,0,0,0
1,0.2800000011920929,1,0.23999999463558197,0.796875,1,1,0,0,0,1,0,0,0
1,0.36000001430511475,1,0.3100000023841858,0.6310679316520691,1,1,0,0,0,1,0,0,0
1,0.44999998807907104,1,0.18000000715255737,0.8700000047683716,1,1,1,0,1,0,1,1,0
1,0.30000001192092896,1,0.12999999523162842,0.5,1,1,0,0,0,1,0,0,0
1,0.3799999952316284,1,0.20999999344348907,0.3539822995662689,1,1,0,0,1,0,1,0,0
1,0.28999999165534973,1,0.28999999165534973,0.3333333432674408,1,1,0,0,0,0,1,0,0
1,0.33000001311302185,1,0.3100000023841858,0.5769230723381042,1,1,0,0,1,1,0,0,0
1,0.20999999344348907,1,0.20999999344348907,0.46296295523643494,1,1,1,0,0,1,0,0,0
1,0.3100000023841858,0,0.2199999988079071,0.7123287916183472,1,2,0,0,0,1,0,0,0
1,0.1899999976158142,0,0.1899999976158142,0.6633663177490234,1,2,0,0,0,0,1,0,0
1,0.36000001430511475,0,0.36000001430511475,0.6111111044883728,2,2,0,0,0,0,1,0,0
1,0.3499999940395355,0,0.2800000011920929,0.6883720755577087,1,2,0,0,0,1,0,0,0
1,0.3700000047683716,0,0.2800000011920929,0.8873239159584045,5,2,0,0,0,0,1,1,0
1,0.3400000035762787,1,0.2800000011920929,0.7923076748847961,2,2,0,0,0,0,1,0,0
1,0.33000001311302185,1,0.27000001072883606,0.800000011920929,2,2,0,0,0,1,0,1,0
1,0.3100000023841858,1,0.30000001192092896,0.4702380895614624,1,2,0,0,0,0,1,0,0
1,0.3458000123500824,1,0.3458000123500824,0.5652173757553101,1,1,0,0,0,0,1,0,0
1,0.41999998688697815,0,0.3199999928474426,0.9409090876579285,2,2,0,0,1,1,0,1,0
1,0.3799999952316284,0,0.2800000011920929,1,5,2,0,0,0,0,1,0,1
1,0.3499999940395355,0,0.25999999046325684,0.6153846383094788,2,2,0,0,0,0,1,0,0
1,0.33000001311302185,1,0.27000001072883606,0.6057692170143127,3,2,0,0,0,0,1,0,0
1,0.23999999463558197,0,0.23999999463558197,0.8846153616905212,3,2,0,0,0,1,0,1,0
1,0.2809000015258789,0,0.23969998955726624,0.8761904835700989,1,2,0,0,0,0,1,1,0
1,0.3199999928474426,1,0.3199999928474426,0.7322834730148315,1,2,0,0,0,0,1,0,0
1,0.1599999964237213,0,0.10000000149011612,0.7200000286102295,2,1,0,0,0,1,0,0,0
1,0.25,0,0.12999999523162842,0.800000011920929,1,1,0,0,1,1,0,1,0
1,0.3499999940395355,1,0.3199999928474426,0.800000011920929,1,2,0,0,1,0,1,1,0
1,0.3799999952316284,0,0.30000001192092896,0.5235294103622437,1,2,0,0,0,0,1,0,0
1,0.3199999928474426,0,0.3100000023841858,0.8095238208770752,1,2,0,0,0,0,1,1,0
1,0.3499999940395355,0,0.23000000417232513,0.7727272510528564,2,2,0,0,0,0,1,0,0
1,0.27000001072883606,0,0.20000000298023224,0.7214611768722534,1,2,0,0,0,0,1,0,0
1,0.25,0,0.2199999988079071,0.9047619104385376,1,2,0,0,0,1,0,1,0
1,0.28999999165534973,0,0.2199999988079071,1.0139859914779663,3,2,0,0,0,1,0,0,1
1,0.2712000012397766,0,0.2712000012397766,0.6476190686225891,4,2,0,0,0,0,1,0,0
1,0.3199999928474426,0,0.27000001072883606,0.8476190567016602,1,2,0,0,0,0,1,1,0
1,0.3100000023841858,0,0.1899999976158142,0.7714285850524902,2,2,0,0,0,0,1,0,0
1,0.3700000047683716,0,0.23000000417232513,0.8190476298332214,2,2,0,0,0,0,1,1,0
1,0.5799999833106995,0,0.5799999833106995,0.8190476298332214,4,2,0,0,0,0,1,1,0
1,0.33000001311302185,0,0.27000001072883606,0.8598130941390991,2,2,0,0,0,1,0,1,0
1,0.1599999964237213,0,0.11999999731779099,0.840624988079071,2,1,0,0,0,0,1,1,0
1,0.3799999952316284,0,0.3100000023841858,0.800000011920929,3,2,0,0,0,0,1,1,0
1,0.3400000035762787,0,0.3100000023841858,0.7272727489471436,3,2,0,0,0,1,0,0,0
0,0.38999998569488525,0,0.25999999046325684,0.9343715310096741,2,2,0,0,0,1,0,1,0
0,0.44999998807907104,0,0.20000000298023224,0.9484536051750183,1,2,0,0,0,1,0,1,0
0,0.5099999904632568,0,0.4099999964237213,0.9411764740943909,1,2,0,0,0,0,1,1,0
0,0.4300000071525574,0,0.33000001311302185,0.7943925261497498,6,2,1,0,0,1,0,0,0
0,0.3100000023841858,0,0.27000001072883606,0.8095238208770752,6,2,0,1,0,0,1,1,0
0,0.46000000834465027,0,0.33000001311302185,0.31578946113586426,4,2,0,0,0,0,1,0,0
0,0.23999999463558197,0,0.23999999463558197,0.97826087474823,5,2,1,0,0,0,1,0,1
1,0.2199999988079071,0,0.1899999976158142,1.9500000476837158,2,1,0,1,0,1,0,0,1
0,0.2199999988079071,0,0.1899999976158142,0.949999988079071,2,1,0,1,0,1,0,1,0
0,0.18000000715255737,0,0.05000000074505806,0.1875,1,2,0,0,0,0,1,0,0
0,0.6600000262260437,1,0.3100000023841858,0.9025641083717346,2,2,0,0,0,0,1,1,0
0,0.5899999737739563,0,0.23999999463558197,0.9411764740943909,3,2,0,1,0,1,0,1,0
0,0.3499999940395355,0,0.3199999928474426,0.9405940771102905,3,2,1,1,0,0,1,1,0
0,0.5199999809265137,0,0.5099999904632568,0.9496402740478516,4,2,0,1,0,0,1,1,0
0,0.41999998688697815,0,0.27000001072883606,0.8785714507102966,3,2,0,1,0,1,0,1,0
0,0.4099999964237213,0,0.3400000035762787,0.9938734173774719,3,2,1,1,0,1,0,0,1
0,0.49000000953674316,0,0.33000001311302185,0.6237623691558838,1,2,0,1,0,1,0,0,0
0,0.46000000834465027,0,0.36000001430511475,0.7142857313156128,2,2,0,0,0,1,0,0,0
0,0.25,0,0.1899999976158142,0.4480000138282776,1,2,0,0,0,0,1,0,0
0,0.38999998569488525,0,0.2800000011920929,0.7526881694793701,5,2,1,1,0,0,1,0,0
0,0.4099999964237213,1,0.3400000035762787,0.859375,5,2,0,1,0,1,0,1,0
0,0.25999999046325684,0,0.25999999046325684,0.75,4,2,0,0,0,0,1,0,0
0,0.36000001430511475,0,0.25,0.8500000238418579,5,2,0,0,0,0,1,1,0
0,0.38999998569488525,0,0.3400000035762787,0.897097647190094,5,2,0,0,0,0,1,1,0
0,0.36000001430511475,0,0.25999999046325684,0.8571428656578064,5,2,1,0,0,0,1,1,0
0,0.2529999911785126,0,0.2370000034570694,0.817307710647583,6,2,1,1,0,0,1,1,0
0,0.8299999833106995,0,0.49000000953674316,0.9455782175064087,5,2,0,0,0,0,1,1,0
0,0.3400000035762787,0,0.23000000417232513,0.9764705896377563,1,2,0,1,0,1,0,0,1
1,0.25999999046325684,1,0.25999999046325684,0.5521472096443176,1,2,0,0,0,1,0,0,0
0,0.2800000011920929,1,0.23000000417232513,0.8307692408561707,2,2,0,1,1,0,1,1,0
0,0.3400000035762787,1,0.2800000011920929,0.8035714030265808,1,2,0,0,0,0,1,1,0
1,0.3700000047683716,1,0.23000000417232513,0.6967213153839111,1,1,0,0,0,0,1,0,0
0,0.23000000417232513,1,0.18000000715255737,0.6083915829658508,2,1,0,0,1,1,0,0,0
1,0.3100000023841858,1,0.25999999046325684,0.8181818127632141,1,2,0,0,0,1,0,1,0
1,0.36000001430511475,1,0.27000001072883606,0.6460176706314087,1,1,0,0,0,1,0,0,0
1,0.4099999964237213,1,0.4000000059604645,0.7346938848495483,1,2,0,0,0,1,0,0,0
1,0.3100000023841858,1,0.30000001192092896,0.7983871102333069,1,2,0,0,0,0,1,0,0
1,0.4399999976158142,1,0.4000000059604645,0.6735751032829285,2,1,0,0,0,1,0,0,0
1,0.3700000047683716,1,0.2800000011920929,0.2247191071510315,2,1,0,0,0,1,0,0,0
1,0.38999998569488525,1,0.3100000023841858,0.5,1,1,0,0,0,1,0,0,0
1,0.3799999952316284,1,0.2800000011920929,0.6666666865348816,3,1,0,0,0,1,0,0,0
1,0.44999998807907104,1,0.20999999344348907,0.3076923191547394,3,1,0,0,0,0,1,0,0
1,0.3400000035762787,1,0.3100000023841858,0.6369426846504211,1,2,0,0,0,1,0,0,0
1,0.3400000035762787,1,0.2199999988079071,0.800000011920929,3,1,0,0,0,0,1,1,0
1,0.36000001430511475,1,0.3199999928474426,0.669966995716095,1,2,0,0,0,1,0,0,0
0,0.5400000214576721,1,0.4699999988079071,0.9561403393745422,6,2,1,0,0,1,0,0,1
1,0.3499999940395355,1,0.2199999988079071,0.800000011920929,1,1,0,0,0,1,0,1,0
1,0.33000001311302185,1,0.2199999988079071,0.7953488230705261,5,2,0,0,0,1,0,0,0
1,0.3499999940395355,1,0.30000001192092896,0.7953488230705261,1,1,0,0,0,1,0,0,0
1,0.3100000023841858,1,0.2800000011920929,0.6528497338294983,1,3,0,0,0,1,0,0,0
0,0.25,1,0.2199999988079071,0.7975460290908813,3,2,0,0,0,1,0,0,0
1,0.3700000047683716,1,0.27000001072883606,0.8115941882133484,6,2,0,1,0,1,0,1,0
1,0.27000001072883606,1,0.25999999046325684,0.8939393758773804,1,2,0,0,0,1,0,1,0
1,0.27000001072883606,1,0.20000000298023224,0.4264705777168274,1,1,0,0,0,1,0,0,0
1,0.36000001430511475,1,0.2800000011920929,0.7931034564971924,1,2,0,0,0,1,0,0,0
1,0.20999999344348907,1,0.18000000715255737,0.6000000238418579,1,1,0,0,0,1,0,0,0
1,0.30000001192092896,1,0.23000000417232513,0.8999999761581421,1,2,0,0,0,0,1,1,0
1,0.3400000035762787,1,0.25999999046325684,0.8785714507102966,6,2,0,0,0,1,0,1,0
1,0.28999999165534973,1,0.23999999463558197,0.7950000166893005,1,2,0,0,1,1,0,0,0
1,0.4000000059604645,1,0.2199999988079071,0.9440000057220459,6,2,0,0,0,0,1,1,0
1,0.30000001192092896,1,0.23000000417232513,0.731249988079071,1,2,0,0,0,1,0,0,0
1,0.25999999046325684,1,0.25999999046325684,0.18852458894252777,1,2,0,0,0,0,1,0,0
1,0.2800000011920929,1,0.2800000011920929,0.9028571248054504,1,1,0,0,0,1,0,1,0
1,0.38999998569488525,1,0.23000000417232513,0.6557376980781555,5,1,0,0,0,1,0,0,0
1,0.2199999988079071,1,0.15700000524520874,0.887417197227478,1,1,0,0,0,1,0,1,0
1,0.281000018119812,1,0.22100000083446503,0.5892857313156128,1,2,0,0,0,1,0,0,0
1,0.3499999940395355,1,0.30300000309944153,0.8838709592819214,5,2,0,0,0,1,0,1,0
1,0.3620000183582306,1,0.2759999930858612,0.9473684430122375,1,1,0,0,0,1,0,1,0
1,0.3447999954223633,1,0.21250000596046448,0.8999999761581421,1,1,0,0,0,0,1,1,0
1,0.36400002241134644,1,0.2759999930858612,0.9257425665855408,1,1,0,0,1,1,0,1,0
1,0.17599999904632568,1,0.17299999296665192,0.7644444704055786,1,2,0,0,0,1,0,0,0
1,0.37400001287460327,1,0.3172000050544739,0.9333333373069763,1,2,0,0,0,1,0,1,0
1,0.359000027179718,1,0.34200000762939453,0.8421052694320679,2,1,0,0,0,1,0,1,0
1,0.2840000092983246,1,0.2540000081062317,0.3575129508972168,1,2,0,0,0,0,1,0,0
1,0.3361000120639801,1,0.3174999952316284,0.7924528121948242,1,2,0,0,0,0,1,0,0
1,0.2549999952316284,0,0.17100000381469727,0.7914893627166748,5,1,1,0,0,1,0,0,0
1,0.3111000061035156,1,0.30079999566078186,0.8999999761581421,2,2,0,0,0,0,1,1,0
1,0.3259999752044678,1,0.26899999380111694,0.930232584476471,1,2,0,0,0,1,0,1,0
1,0.3281000256538391,1,0.3075000047683716,0.7971014380455017,1,2,0,0,0,0,1,0,0
1,0.3799999952316284,1,0.30000001192092896,0.7382550239562988,1,1,0,0,0,1,0,0,0
1,0.32199999690055847,1,0.31299999356269836,0.800000011920929,1,2,0,0,0,1,0,1,0
